cnpj,endereco,matriz_filial,CEP,CNAE,cnae_2_split,numero,situacao_cadastral,nome_fantasia,UF,municipio,CNPJ_DAT_CON,CNPJ_DAT_CON_M,CNPJ_DAT_CON_Y,index,COD_ID,PN_CON,DIST,PAC,CTAT,SUB,CONJ,MUN,CEG_GD,LGRD,BRR,CLAS_SUB,TIP_CC,FAS_CON,GRU_TEN,TEN_FORN,GRU_TAR,SIT_ATIV,DAT_CON,CAR_INST,LIV,ARE_LOC,TIP_SIST,DEM_CONT,DEM_P_01,DEM_P_02,DEM_P_03,DEM_P_04,DEM_P_05,DEM_P_06,DEM_P_07,DEM_P_08,DEM_P_09,DEM_P_10,DEM_P_11,DEM_P_12,DEM_F_01,DEM_F_02,DEM_F_03,DEM_F_04,DEM_F_05,DEM_F_06,DEM_F_07,DEM_F_08,DEM_F_09,DEM_F_10,DEM_F_11,DEM_F_12,ENE_P_01,ENE_P_02,ENE_P_03,ENE_P_04,ENE_P_05,ENE_P_06,ENE_P_07,ENE_P_08,ENE_P_09,ENE_P_10,ENE_P_11,ENE_P_12,ENE_F_01,ENE_F_02,ENE_F_03,ENE_F_04,ENE_F_05,ENE_F_06,ENE_F_07,ENE_F_08,ENE_F_09,ENE_F_10,ENE_F_11,ENE_F_12,DIC_01,DIC_02,DIC_03,DIC_04,DIC_05,DIC_06,DIC_07,DIC_08,DIC_09,DIC_10,DIC_11,DIC_12,FIC_01,FIC_02,FIC_03,FIC_04,FIC_05,FIC_06,FIC_07,FIC_08,FIC_09,FIC_10,FIC_11,FIC_12,DESCR,POINT_X,POINT_Y,DAT_CON_M,DAT_CON_Y,cnae_secao,ENE_P_count,ENE_F_count
01851221000136,RUA CHRISTIANO KILMEYERS 546,1,13380001,1359600,,546,Inapta,,SP,6769,1997-05-23,5,1997,1013,0011953691,310-RM60__-00199,63,243927254,310-RM60,YJU,13824,3533403,,R TRES S/N1,CACHOEIRA,IN,A2-Tipo9,ABCN,AT,94,A2,AT,2008-12-01,3200,1,UB,RD_INTERLIG,2500,1982,1994,1994,2094,2094,2083,2078,2089,2050,2100,1859,1870,2178,2341,2302,2397,2296,2335,2268,2419,2425,2386,2089,2106,114958.0,111167.0,123658.0,107801.0,126664.0,122543.0,119603.0,134981.0,121407.0,113693.0,99133.0,102437.0,991154.0,996478.0,1147038.0,1037210.0,1193132.0,1226037.0,1282474.0,1339101.0,1277055.0,1300125.0,946088.0,977624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-47.31793726,-22.7806832,12,2008,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
52042632000111,RUA NOVA 1 35,1,68445000,4930202,4930204,35,Ativa,,PA,0425,2023-09-01,9,2023,462,426,A117420,371,A103276,1237,LT2,16687,1501303,,RD PA 483,VL DO CONDE,CO2,A2-Tipo1,ABCN,AT,82,A3,AT,2019-06-01,3247.651,1,NU,RD_INTERLIG,3465,2479.99,2688.4,2879.21,2805.2,2533.6,2558.39,2381.59,2591.21,2360.8,2414.81,2136,2017.59,2175.6,2933.59,2952.41,2907.21,2935.21,2890,2512,2566.39,2520.4,2689.21,2476.79,2290,28336.1,85400.1,91643.3,73080.4,75787.5,70410.4,66339.3,97294.9,46978.9,67547.1,49760.2,58868.4,215616.4,875869.4,956219.7,950166.5,809219.0,815403.7,776602.8,903705.6,665182.3,807787.3,656987.1,567458.9,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TERMINAL DE GRAOS PONTA DA MONTANHA S A,-48.77291812,-1.57776863,6,2019,"TRANSPORTE, ARMAZENAGEM E CORREIO",12,12
08729259000180,ESTRADA MUNICIPAL PEDRO ROSA DA SILVA 380,1,37640000,2439300,2423701,380,Inapta,MECANOTORK AUTOMATION,MG,4501,2007-03-23,3,2007,391,3052265,569778,5216,98697531747038442AT,837414,7,16781,3125101,,RODOVIA FERNAO DIAS,BAIRRO BELA VISTA,IN,AT-2-Tipo2,ABC,AT,94,A2,AT,1996-10-11,7500,1,NU,RD_INTERLIG,11600,5623.87,4167.77,4060.07,3825.02,3688.31,5347.29,3946.11,5295.22,5381.76,5375.08,5275.57,5083.25,5819.37,4310.06,4086.08,4399.41,3927.57,5382.59,4774.58,5347.62,5418.06,5395.86,5359.88,5353.42,291549.0,228784.0,245970.0,190901.0,223691.0,312079.0,181773.0,300920.0,318932.0,304603.0,294644.0,321198.27,3151309.0,2332450.0,2528705.0,2258160.0,2301739.0,3235853.0,2064957.0,2918934.0,3341862.0,3475682.0,3203980.0,3280403.68,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,-46.30939469,-22.82723475,10,1996,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
53322646000151,AVENIDA WASHINGTON SOARES 987,1,60811341,8411600,,987,Ativa,INSTITUTO DE PESOS E MEDIDAS DO ESTADO DO CEARA-IPEM/CE,CE,1389,2023-09-22,9,2023,1522,9007224,9296805,39,CTE,02P2PAPAGF,CTE,13356,2304400,,AV WASHINGTON SOARES 01141   FORTALEZA EDSON QUEIROZ CE,AV WASHINGTON SOARES 01141   FORTALEZA EDSON QUEIROZ CE,PP2,A3-Tipo01,ABC,AT,82,A3,AT,2017-04-18,7500,0,UB,RD_INTERLIG,7500,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3988.8,3859.2,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,4118.4,3916.8,74110.0,69360.0,63810.0,93500.0,58670.0,83370.0,90130.0,60350.0,85345.0,101130.0,109250.0,141575.0,585630.0,506780.0,479610.0,767310.0,624670.0,570450.0,748070.0,491000.0,662337.8,825010.0,950230.0,1229887.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SECRETARIA ESTADUAL DO TURISMO,-38.47857539,-3.76509732,4,2017,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",12,12
49141725000199,ESTRADA GRAMADOS SANTOS SN,1,89642000,3511501,3513100,SN,Ativa,CGH VINHEDOS,SC,8353,2023-01-11,1,2023,603,46335090,12965088,5697,AT-S-6205991,,TRA,16818,4217907,PCH.PH.SC.030338-0,SC 135  ANT. 455,RURAL TANGARA,IN,AT-2-Tipo1,ABC,AT,93,A2,AT,2012-12-19,20000,1,NU,RD_INTERLIG,20000,36.337,41.185,33.226,0,36.905,16.36,34.802,41.063,40.204,40.643,36.821,27.133,27.548,32.867,26.141,0,32.879,0,34.802,41.063,2.946,38.41,36.061,25.946,1008.2885,844.3355,512.248,0.0,144.854,0.0,156.388,69.7225,1.473,99.1705,173.225,37.8245,6505.7395,5531.3205,1898.868,0.0,1052.925,16.36,251.89,798.0985,109.601,1202.7935,604.204,121.7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O PONTO DE CONEXAO � DIRETAMENTE NO BARRAMENTO DA SUBESTACAO (SEM CTAT A DECLARAR),-51.25348386,-27.1220349,12,2012,ELETRICIDADE E GÁS,10,11
64700735000291,ESTRADA MUNIC. STA GERTRUDES A IRACEMAPOLIS S/N,2,13510000,2342701,,S/N,Ativa,,SP,7035,2000-04-07,4,2000,902,28339002,48924144,385,RCUBAB012087744253,RCUBAB01,INC00,13577,3546702,,"EST MUNIC JOSE HORARIO PASCON, 0 CAIXA POSTAL, N� 24",RURAL,IN,AT-2,ABC,AT,94,A2,AT,2003-05-28,4849.5,1,NU,RD_ISOLADA,14000,11290.27,10758.71,10848.06,10857.85,10861.56,9747.99,10295.98,10246.92,10215.1,9768.65,9352.3,8821.16,11349.96,11579.36,11442.34,11612.82,11416.46,10553.47,10942.2,11272.1,11142.64,10465.63,10211.82,9699.46,670677.0,632455.0,574675.0,642905.0,580649.0,619839.0,568989.0,601800.0,660202.0,601331.0,525780.0,526073.0,6727794.0,6932070.0,6244109.0,6817794.0,6761620.0,6601133.0,6165464.0,6663220.0,6567201.0,6384546.0,6187384.0,5947686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-47.53325674,-22.47098062,5,2003,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
31860364001490,AVENIDA CORONEL PHIDIAS TAVORA 100,2,21535510,2733300,4673700,100,Ativa,NEXANS BRASIL S/A,RJ,6001,2009-06-02,6,2009,121,400086282,311314060,382,AT_1236,311246389,311314060,15062,3304557,,AVENIDA GENERAL PHIDIAS TAVORA 100,PAVUNA,IN,AT-Tipo1,ABC,AT,94,A2,AT,1996-06-05,25000,1,UB,RD_INTERLIG,3900,2938,3053,3600,3600,2851,2390,2534,2563,2563,2592,2506,2621,3283,3168,6005,3900,3024,2477,2736,2678,2822,2966,2765,2765,155148.611,146638.455,170734.925,135694.946,143099.653,115503.979,116360.037,135051.105,125155.791,119855.08,110893.939,102348.487,1463404.189,1394085.945,1530401.875,1384185.454,1325451.947,1112844.821,1155386.763,1234090.095,1262143.809,1271786.12,1179313.661,1001325.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEXANS BRASIL S/A (FICAP-FIC),-43.33347622,-22.80537851,6,1996,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
45478032000135,RODOVIA BR 430 00,1,47600000,3511501,3511502,00,Ativa,,BA,3377,2022-02-28,2,2022,296,7047891218,8297244,47,8297244A-10000279,10000279,,14260,2903904,,RO BR 430 B J LAPA RIACHO DE SANTANA,RURAL-BOM JESUS DA LAPA,CO9,AT3Tipo1,ABC,AT,82,A3,AT,2019-02-22,19860,0,NU,RD_INTERLIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-43.35489185,-13.30589636,2,2019,ELETRICIDADE E GÁS,0,0
08862530000746,RUA DOS BOROROS 84,2,89239290,2223400,2229303,84,Ativa,,SC,8179,2016-09-12,9,2016,536,12352190,2667651,5697,AT-2807343,LT-LI__TGE_JOI,TGE,16807,4209102,,DOS BOROROS,PIRABEIRABA - JVE,IN,AT-2-Tipo3,ABC,AT,94,A2,AT,1990-12-29,8050,1,UB,RD_INTERLIG,7500,5546.88,5624.64,5469.12,5456.16,5533.92,5287.68,5326.56,5546.88,5248.8,4743.36,5028.48,5158.08,5624.64,5870.88,5663.52,5430.24,5883.84,5637.6,5520.96,5572.8,5404.32,5132.16,5365.44,5145.12,289694.0,304916.0,303720.0,260184.0,316155.0,286422.0,301760.0,328931.0,273358.0,241111.0,240958.0,216027.0,2555964.0,2528664.0,2700828.0,2384228.0,2746813.0,2582542.0,2586057.0,2635817.0,2344256.0,2161222.0,2178310.0,1801757.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-48.91285185,-26.25092106,12,1990,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
29915125000123,"RODOVIA GO 080, KM 185, FAZENDA SAO PEDRO S/N",1,76388899,3511501,3513100,S/N,Ativa,,GO,9371,2018-03-13,3,2018,521,550154346,45893,6072,561045893,5610,5000835,14905,5208608,,"RODOVIA GO-080, 0    KM-71,5                           KM-71,,  5,ZONA RURAL",ZONA RURAL,IN,A3-Tipo1,ABC,AT,82,A3,AT,2000-12-11,31250,0,NU,RD_INTERLIG,1200,1260,1083.44,1139.12,1260,1260,126,1618.25,161.82,161.82,161.82,0,0,1680,1383.36,1413.68,1680,1718.43,285.33,2084.83,285.33,640.76,1680,0,0,7965.36,12799.41,7263.01,10869.74,2905.82,5.9,226.96,0.0,0.0,0.45,0.0,0.0,62195.96,117540.98,70092.8,96433.17,44460.33,42.4,989.91,0.02,29.56,558.35,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-48.98907538,-15.21334497,12,2000,ELETRICIDADE E GÁS,8,10
04223696000176,ESTRADA ENGENHEIRO COELHO A CONCHAL 151,1,13165000,2943300,2452100,151,Ativa,,SP,2949,2000-12-29,12,2000,884,18443362,2111548853,385,LMUMOM012111547170,LMUMOM01,TRW00,13457,3515152,,"RDV SP 332, 0 KM 164",RURAL,IN,AT-1,ABC,AT,94,A2,AT,1993-03-02,6.9,1,NU,RD_ISOLADA,13000,12854.02,12943.81,14040.84,12953.78,12843.45,14336.48,13660.19,13441.33,13476.51,13977.04,13470.89,13091.14,12893.35,13938.11,13931.2,13947.87,13693.37,14020.17,14147.04,14250.58,13695.08,13943.56,13967.29,13781.49,154170.0,497460.0,579361.0,649914.0,579786.0,653820.0,678849.0,657089.0,644421.0,665696.0,606026.0,612983.0,1267212.0,3595020.0,4163732.0,4872166.0,4652909.0,5008383.0,5147831.0,5289016.0,5042385.0,5451542.0,5152801.0,5496791.0,0,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,-47.20315526,-22.47574057,3,1993,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
01828635000144,RUA MARIA JOSE CHAVES DE ALMEIDA 2565,1,62930000,9430800,9493600,2565,Ativa,LOJA MACONICA DEUS E HARMONIA N/13,CE,1453,1976-06-23,6,1976,1490,1246833,8898771,39,APD,02L1LMNAPD,APD,16566,2307601,,RDR CHAPADA DO APODI - S-N   LIM. DO NORTE CENTRO CE,RDR CHAPADA DO APODI - S-N   LIM. DO NORTE CENTRO CE,RU8,A3-Tipo01,ABC,AT,82,A3,AT,2017-04-06,10000,0,NU,RD_INTERLIG,9100,60,120,170,60,60,60,50,0,0,0,170,0,8770,17520,26360,8710,6630,130,8980,9100,0,0,26160,0,3000.0,6000.0,9000.0,3000.0,2000.0,3000.0,3000.0,0.0,0.0,0.0,9000.0,0.0,2998000.0,2470000.0,5033000.0,1008000.0,781000.0,930000.0,1464000.0,184000.0,0.0,0.0,4806000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEDERACAO DAS ASSOC P IRRIG JAGUARIBE,-38.07013971,-5.18200206,4,2017,OUTRAS ATIVIDADES DE SERVIÇOS,8,9
41986560000225,AVENIDA TARCILO VIEIRA DE MELLO 4064,2,47600000,3511501,3512300,4064,Ativa,,BA,3377,2022-02-14,2,2022,216,7043159385,9792263,47,9792263A-23,23,IGP,14260,2903904,,RO BR 430 B J LAPA RIACHO DE SANTANA,RURAL-BOM JESUS DA LAPA,CO9,AT3Tipo1,ABC,AT,82,A3,AT,2018-05-03,19860,0,NU,RD_INTERLIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-43.3534891,-13.30744908,5,2018,ELETRICIDADE E GÁS,0,0
18595849000110,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES 1465,1,05145000,4781400,,1465,Ativa,REMO FENUT,SP,7107,2013-08-01,8,2013,823,0202235636,357660006,390,32442547739926065H,RACSHTP2,TIEP,12833,3550308,,AV RAIMUNDO PEREIRA DE MAGALHAES,JARDIM IRIS,CO1,,ABCN,AT,84,A2,AT,2017-04-06,200,1,UB,RD_INTERLIG,270,120,120,120,120,120,120,120,120,120,120,120,120,150,150,150,150,150,150,150,150,150,150,150,150,5087.43,3504.92,2816.31,4073.29,3022.65,2366.58,2366.58,2390.59,2122.95,1889.29,2800.88,2390.77,31155.35,20921.37,18633.8,23630.57,19105.16,13870.18,13870.18,12348.17,9541.62,8532.4,15244.2,18680.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-46.81403682,-23.4979876,4,2017,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,12,12
00002900000178,RODOVIA CEZARIO J DE CASTILHO SN,1,14960000,1931400,,SN,Inapta,,SP,6771,1994-05-12,5,1994,394,4052012,571303,5216,68517311762057917AT,604666,59,16126,3533502,UTE.AI.SP.028401-7,AVENIDA ANGELA BLASO SEGRETO,VIVA MAIS NOVO HORIZONTE,IN,AT-2-Tipo2,ABC,AT,94,A2,AT,1983-01-10,27600,1,UB,RD_INTERLIG,7000,1075.2,1075.2,1164.8,3539.2,0,0,0,0,0,3449.6,0,1164.8,1299.2,1388.8,1836.8,3718.4,4256,4032,0,3404.8,4032,5734.4,3091.2,2822.4,55194.0,55944.0,61107.0,56045.0,0.0,0.0,0.0,0.0,0.0,18704.0,0.0,26768.0,554165.0,537174.0,590486.0,663186.0,35101.0,22355.0,0.0,29221.0,22848.0,74547.0,5230.0,317172.8,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,,-49.20666769,-21.46830223,1,1983,INDÚSTRIAS DE TRANSFORMAÇÃO,6,11
14143405000193,ESTRADA ESTRADA GERAL S/N,1,95230000,3511501,3512300,S/N,Ativa,,RS,1002,2011-08-18,8,2011,84,4002434111,883-00999,396,883-00999,883,YGR,16545,4312617,PCH.PH.RS.030950-8,EST MRO GRANDE 3750,RURAL,IN,A2-Tipo2,ABC,AT,94,A2,AT,2020-07-15,1000,0,NU,RD_INTERLIG,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-51.31064297,-28.56943,7,2020,ELETRICIDADE E GÁS,0,0
33174335001319,RODOVIA BR-060 SN,2,75905025,2591800,3319800,SN,Ativa,,GO,9571,2018-10-19,10,2018,493,10030294884,70331,6072,630970331,6309,5003351,14969,5218805,,"RODOVIA BR-060, 0, Q. 0, L. 0   KM 377,ZONA RURAL",ZONA RURAL,IN,A2-Tipo1,ABC,AT,94,A2,AT,2019-10-11,12500,1,NU,RD_INTERLIG,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,201035.31,159850.11,197437.14,216972.87,238542.59,193156.98,279093.49,169088.04,212330.92,258785.93,200054.36,161188.6,2053170.5,1535667.71,1976222.16,2182940.95,2707640.79,2066396.93,2865400.5,1848781.89,2113752.2,2688513.89,2146055.26,1808835.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-50.86738539,-17.73042542,10,2019,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
43776517064234,ALAMEDA TIBIRICA 843,2,07600000,3600601,,843,Ativa,SABESP,SP,6671,1989-07-10,7,1989,911,18443567,24621398,385,MAISAI0124621456,MAISAI01,SAE,13469,3528502,,"EST STA INES - BRO STA INES, 0 RR",BRO SANTA INES,SP2,AT-2,ABC,AT,94,A2,AT,2001-07-11,45.8,1,NU,RD_ISOLADA,45800,44458.85,44459.65,44969.81,45159.16,45144.34,45562.63,32773.36,30857,30865.78,30869.16,30878.39,30857.62,45588.21,45390.41,45430.81,45511.69,45528.19,44518.65,45034.91,45218.63,44992.88,45356.67,45408.71,45583.23,2327449.0,1950127.0,1904109.0,2030808.0,1733061.0,2194435.0,1984178.0,1904394.0,2079427.0,1895462.0,1818206.0,1821474.0,21125681.0,19322602.0,17968194.0,19693657.0,19560189.0,20757906.0,19760228.0,18850955.0,18316229.0,17686738.0,20507465.0,19967171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-46.66966563,-23.37679633,7,2001,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",12,12
53408860000125,FAZENDA SANTA MARIA SN,1,19904565,1071600,1099603,SN,Ativa,,SP,6795,1966-07-22,7,1966,1168,3030538450,47560430,69,79194258,453,YLS,16247,3534708,UTE.AI.SP.028060-7,RDV ORLANDO QUAGLIATO 64,RURAL,IN,A2-Tipo1,ABCN,AT,82,A3,AT,2016-11-01,9.2,1,NU,RD_INTERLIG,1050,661,694,739,829,0,1120,22,11,11,963,549,1036,997,986,1075,1042,22,1053,0,885,22,1109,1064,1126,31236.8,30259.6,40202.4,18441.0,0.0,5594.0,14.0,3.0,16.8,5194.0,3001.6,3101.0,376098.8,340544.4,379136.8,207698.0,11.0,47373.0,0.0,1464.0,67.2,90521.2,46415.6,47962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-49.77842262,-22.94224343,11,2016,INDÚSTRIAS DE TRANSFORMAÇÃO,11,11
12052144000332,RUA DO MATADOURO S/N,2,79170000,0151201,0152102,S/N,Ativa,CHACARA BALBINOS I I I,MS,9157,2016-09-09,9,2016,421,9000166,863151,404,71588369768743781MT,2065515,,12901,5007901,,RODOVIA BR 060,RURAL,IN,AT-2-Tipo3,ABC,AT,94,A2,AT,1993-12-29,13800,1,NU,RD_INTERLIG,12500,5584.06,5587.86,5843.14,5644.99,5905.89,5781.2,5845.62,5868.42,6013.2,6084.05,5985.01,5920.58,6023.26,6129.61,6301.05,6078.78,6153.05,5924.17,6242,6251.35,6215.35,6316.24,6172.93,6205.12,329123.0,309563.0,328982.0,277481.0,325869.0,192890.0,344000.0,355319.0,327450.0,289017.0,302689.0,349814.9,3080004.0,2939247.0,3182341.0,2863883.0,2978495.0,1671088.0,3244909.0,3092076.0,3098880.0,2880822.0,2995023.0,3065452.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-54.9236727,-20.90077804,12,1993,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",12,12
59476770003505,VIA DE PENETRACAO I 418,2,43700000,2061400,2052500,418,Ativa,,BA,3913,2008-07-17,7,2008,224,7042064402,13155453,47,13155453A-10000378,10000378,YPE,14281,2927408,,VA PERIFERICA I,CIA SUL,IN,AT3Tipo1,ABC,AT,82,A3,AT,2018-02-15,6500,1,UB,RD_INTERLIG,3500,2584.58,2502.86,2568.6,2474.39,2315.26,2546.48,2387.56,2343.53,2318.34,2292.33,0,2462.52,2701.31,2787.12,2704.59,2629.43,2514.53,2692.3,2621.44,2468.86,2397.59,2386.12,0,2582.53,141446.76,143008.77,133789.29,138753.64,110738.94,143885.72,136587.67,126047.85,121804.85,104879.1,0.0,114935.24,1201209.29,1226878.62,1154327.86,1250535.48,1086444.03,1216872.14,1171680.67,1096285.39,962684.26,846846.98,0.0,836964.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-38.44652285,-12.84258213,2,2018,INDÚSTRIAS DE TRANSFORMAÇÃO,11,11
24626423000260,AVENIDA MANOEL NOVAIS 1812,2,47600000,3511501,3512300,1812,Ativa,BJL4,BA,3377,2016-08-30,8,2016,288,7045672900,9792263,47,9792263A-23,23,IGP,14260,2903904,,RO BR 430 B J LAPA RIACHO DE SANTANA,RURAL-BOM JESUS DA LAPA,CO9,AT3Tipo1,ABC,AT,82,A3,AT,2019-02-05,26320,0,NU,RD_INTERLIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-43.3534891,-13.30744908,2,2019,ELETRICIDADE E GÁS,0,0
06095671000160,"RODOVIA BR 040, KM 18 S/N",1,77300000,3511501,3513100,S/N,Ativa,LAGOA GRANDE ENERGETICA,TO,9341,2004-02-04,2,2004,1542,950925,704968,32,97213516870554408AT,810462,,16715,1707009,PCH.PH.TO.000031-0,RUA 1A,ST BELA VISTA,IN,AT-2-Tipo1,ABC,AT,94,A2,AT,2014-09-01,920,0,UB,RD_INTERLIG,60,0,0,16.97,1.3,0,0,0,0,0,0,0,31.12,12.31,15.99,19.01,14.77,13.74,0,0,0,11.38,7.6,9.98,30.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,12.0,1.0,16.0,37.0,9.0,0.0,0.0,0.0,3.0,4.0,1.0,1248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-46.82350758,-11.63315304,9,2014,ELETRICIDADE E GÁS,2,9
89889604000144,AVENIDA VICENTE PIGATTO 1049,1,97220000,3514000,3511501,1049,Ativa,NOVA PALMA ENERGIA,RS,8657,1966-09-27,9,1966,57,4003248433,443-00999,396,1134457626,443,FXA,13183,4308003,,AV VICENTE PIGATTO 1049,FAXINAL DO SOTURNO,CSPS,A2-Tipo1,ABC,AT,82,A4,DS,2021-12-01,39370,1,NU,RD_INTERLIG,19200,19078,16931,16956,15263,15148,0,0,0,2,0,0,0,21096,18013,16752,15711,15511,0,0,0,0,0,0,0,864371.0,773451.0,853941.0,699503.0,794889.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8913051.0,6906851.0,7141980.0,6203226.0,6134945.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-53.43111557,-29.59097712,12,2021,ELETRICIDADE E GÁS,5,5
01933349000149,AVENIDA IBICARAI 4530,1,45611000,1421500,1321900,4530,Ativa,,BA,3597,1997-06-27,6,1997,276,200675339,9783407,47,9783407A-183,183,ITX,14320,2914802,,AV IBICARAI,NOVA ITABUNA,IN,AT2Tipo3,ABC,AT,94,A2,AT,2000-12-14,6900,1,UB,RD_INTERLIG,6900,4656.33,4921.75,5027.43,5063.47,5079.86,5088.05,5071.66,4916.84,5110.58,5331.76,5273.18,5189.63,4822.63,5007.76,5078.22,5274.01,5172.42,5131.46,5157.68,5024.96,5253.11,5365.76,5345.27,5331.35,226452.34,275659.9,285079.27,314496.09,272789.04,313030.54,260395.14,14042.71,327901.86,310116.26,301660.48,299167.68,1944793.8,2305785.28,2395530.78,2750082.1,2464490.8,2622885.34,2241247.09,96358.51,2692902.05,2596183.25,2679837.07,2546656.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-39.30406363,-14.81839992,12,2000,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
